index,slack,requirement,datapath_delay,logic_levels,startpoint,endpoint,path_group
28,1.361,15.000,13.507,19,core_i/core_i/id_stage_i/alu_operator_ex_o_reg[3]/C,core_i/core_i/ex_stage_i/regfile_wdata_exec_wb_reg[3]/D,
29,1.404,15.000,13.431,18,core_i/core_i/id_stage_i/alu_operator_ex_o_reg[3]/C,core_i/core_i/ex_stage_i/regfile_wdata_exec_wb_reg[14]/D,
30,1.411,15.000,13.374,18,core_i/core_i/id_stage_i/alu_operator_ex_o_reg[3]/C,core_i/core_i/ex_stage_i/regfile_wdata_exec_wb_reg[21]/D,
31,1.418,15.000,13.369,18,core_i/core_i/id_stage_i/alu_operator_ex_o_reg[3]/C,core_i/core_i/ex_stage_i/regfile_wdata_exec_wb_reg[8]/D,
32,1.420,15.000,13.399,19,core_i/core_i/id_stage_i/alu_operator_ex_o_reg[3]/C,core_i/core_i/ex_stage_i/regfile_wdata_exec_wb_reg[13]/D,
33,1.429,15.000,13.356,18,core_i/core_i/id_stage_i/alu_operator_ex_o_reg[3]/C,core_i/core_i/ex_stage_i/regfile_wdata_exec_wb_reg[6]/D,
34,1.449,15.000,13.389,17,core_i/core_i/id_stage_i/alu_operator_ex_o_reg[3]/C,core_i/core_i/ex_stage_i/regfile_wdata_exec_wb_reg[27]/D,
35,1.453,15.000,13.333,18,core_i/core_i/id_stage_i/alu_operator_ex_o_reg[3]/C,core_i/core_i/ex_stage_i/regfile_wdata_exec_wb_reg[20]/D,
36,1.454,15.000,13.566,11,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/alu_operand_a_ex_o_reg[10]/D,
37,1.468,15.000,13.504,11,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[13]/D,
38,1.474,15.000,13.498,11,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[29]/D,
39,1.475,15.000,13.524,10,core_i/core_i/id_stage_i/mult_operand_b_ex_o_reg[1]/C,core_i/core_i/ex_stage_i/regfile_wdata_exec_wb_reg[23]/D,
40,1.484,15.000,13.459,11,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/alu_operand_a_ex_o_reg[29]/D,
41,1.487,15.000,13.537,11,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/alu_operand_a_ex_o_reg[13]/D,
42,1.490,15.000,13.452,11,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/mult_operand_a_ex_o_reg[29]/D,
43,1.493,15.000,13.326,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/register_file_i/gen_rf[25].mem_reg[25][0]/D,
44,1.502,15.000,13.368,19,core_i/core_i/id_stage_i/alu_operator_ex_o_reg[3]/C,core_i/core_i/ex_stage_i/regfile_wdata_exec_wb_reg[12]/D,
45,1.514,15.000,13.313,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/register_file_i/gen_rf[1].mem_reg[1][0]/D,
46,1.527,15.000,13.345,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/register_file_i/gen_rf[27].mem_reg[27][0]/D,
47,1.553,15.000,12.835,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/mult_operand_a_ex_o_reg[31]/CE,
48,1.553,15.000,12.835,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/mult_operand_b_ex_o_reg[31]/CE,
49,1.556,15.000,13.268,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/register_file_i/gen_rf[3].mem_reg[3][0]/D,
50,1.557,15.000,13.262,19,core_i/core_i/id_stage_i/alu_operator_ex_o_reg[3]/C,core_i/core_i/ex_stage_i/regfile_wdata_exec_wb_reg[0]/D,
51,1.557,15.000,13.265,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/register_file_i/gen_rf[2].mem_reg[2][0]/D,
52,1.559,15.000,13.066,11,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/cs_registers_i/mtvec_q_reg[5]/D,
53,1.564,15.000,13.261,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/register_file_i/gen_rf[5].mem_reg[5][0]/D,
54,1.572,15.000,13.452,11,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[10]/D,
55,1.579,15.000,13.394,11,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/mult_operand_a_ex_o_reg[13]/D,
56,1.590,15.000,13.428,11,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/mult_operand_b_ex_o_reg[10]/D,
57,1.593,15.000,13.428,11,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/mult_operand_a_ex_o_reg[10]/D,
58,1.593,15.000,13.228,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/register_file_i/gen_rf[15].mem_reg[15][0]/D,
59,1.600,15.000,13.187,18,core_i/core_i/id_stage_i/alu_operator_ex_o_reg[3]/C,core_i/core_i/ex_stage_i/regfile_wdata_exec_wb_reg[17]/D,
60,1.600,15.000,12.792,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/mult_operand_a_ex_o_reg[22]/CE,
61,1.600,15.000,12.792,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/mult_operand_a_ex_o_reg[23]/CE,
62,1.600,15.000,12.792,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/mult_operand_b_ex_o_reg[22]/CE,
63,1.600,15.000,12.792,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/mult_operand_b_ex_o_reg[23]/CE,
64,1.604,15.000,12.787,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/mult_operand_a_ex_o_reg[20]/CE,
65,1.604,15.000,12.787,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/mult_operand_a_ex_o_reg[21]/CE,
66,1.604,15.000,12.787,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/mult_operand_b_ex_o_reg[20]/CE,
67,1.604,15.000,12.787,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/mult_operand_b_ex_o_reg[21]/CE,
68,1.617,15.000,13.358,11,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/alu_operand_a_ex_o_reg[9]/D,
69,1.618,15.000,13.366,11,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/mult_operand_a_ex_o_reg[9]/D,
70,1.626,15.000,13.308,11,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/alu_operand_c_ex_o_reg[0]/D,
71,1.627,15.000,12.801,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/mult_operand_a_ex_o_reg[24]/CE,
72,1.627,15.000,12.801,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/mult_operand_a_ex_o_reg[25]/CE,
73,1.627,15.000,12.801,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/mult_operand_b_ex_o_reg[24]/CE,
74,1.627,15.000,12.801,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/mult_operand_b_ex_o_reg[25]/CE,
75,1.633,15.000,13.192,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/register_file_i/gen_rf[4].mem_reg[4][0]/D,
76,1.635,15.000,13.189,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/register_file_i/gen_rf[6].mem_reg[6][0]/D,
77,1.646,15.000,13.177,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/register_file_i/gen_rf[7].mem_reg[7][0]/D,
78,1.649,15.000,13.172,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/register_file_i/gen_rf[13].mem_reg[13][0]/D,
79,1.654,15.000,13.165,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/register_file_i/gen_rf[11].mem_reg[11][0]/D,
80,1.656,15.000,13.215,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/register_file_i/gen_rf[24].mem_reg[24][0]/D,
81,1.666,15.000,13.207,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/register_file_i/gen_rf[26].mem_reg[26][0]/D,
82,1.669,15.000,13.150,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/register_file_i/gen_rf[9].mem_reg[9][0]/D,
83,1.670,15.000,12.933,11,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/cs_registers_i/gen_mhpmcounter[2].gen_implemented.mhpmcounter_q_reg[2][14]/D,
84,1.675,15.000,13.196,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/register_file_i/gen_rf[31].mem_reg[31][0]/D,
85,1.678,15.000,13.189,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/register_file_i/gen_rf[29].mem_reg[29][0]/D,
86,1.695,15.000,12.722,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/mult_operand_a_ex_o_reg[4]/CE,
87,1.695,15.000,12.722,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/mult_operand_b_ex_o_reg[4]/CE,
88,1.698,15.000,12.924,11,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/cs_registers_i/mepc_q_reg[9]/D,
89,1.707,15.000,12.786,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/mult_operand_a_ex_o_reg[0]/CE,
90,1.707,15.000,12.786,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/mult_operand_b_ex_o_reg[0]/CE,
91,1.711,15.000,12.792,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/mult_operand_a_ex_o_reg[27]/CE,
92,1.711,15.000,12.792,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/mult_operand_b_ex_o_reg[19]/CE,
93,1.711,15.000,12.792,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/mult_operand_b_ex_o_reg[27]/CE,
94,1.719,15.000,12.886,11,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/cs_registers_i/gen_mhpmcounter[2].gen_implemented.mhpmcounter_q_reg[2][10]/D,
95,1.719,15.000,12.882,11,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/cs_registers_i/gen_mhpmcounter[2].gen_implemented.mhpmcounter_q_reg[2][9]/D,
96,1.720,15.000,13.214,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/register_file_i/gen_rf[28].mem_reg[28][0]/D,
97,1.721,15.000,12.816,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/mult_operand_a_ex_o_reg[16]/CE,
98,1.721,15.000,12.816,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/mult_operand_a_ex_o_reg[17]/CE,
99,1.721,15.000,12.816,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/mult_operand_b_ex_o_reg[17]/CE,
100,1.727,15.000,12.683,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[24]/CE,
101,1.727,15.000,12.683,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[25]/CE,
102,1.728,15.000,13.106,18,core_i/core_i/id_stage_i/alu_operator_ex_o_reg[3]/C,core_i/core_i/ex_stage_i/regfile_wdata_exec_wb_reg[16]/D,
103,1.733,15.000,12.772,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/mult_operand_a_ex_o_reg[18]/CE,
104,1.733,15.000,12.772,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/mult_operand_a_ex_o_reg[28]/CE,
105,1.733,15.000,12.772,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/mult_operand_b_ex_o_reg[18]/CE,
106,1.733,15.000,12.772,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/mult_operand_b_ex_o_reg[28]/CE,
107,1.734,15.000,13.202,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/register_file_i/gen_rf[30].mem_reg[30][0]/D,
108,1.751,15.000,12.897,11,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/cs_registers_i/mtvec_q_reg[6]/D,
109,1.779,15.000,13.192,11,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/mult_operand_c_ex_o_reg[9]/D,
110,1.780,15.000,13.216,11,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/D,
111,1.783,15.000,13.119,11,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/alu_operand_c_ex_o_reg[13]/D,
112,1.786,15.000,13.236,11,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/alu_operand_c_ex_o_reg[9]/D,
113,1.792,15.000,13.182,11,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/mult_operand_b_ex_o_reg[14]/D,
114,1.806,15.000,13.169,11,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[14]/D,
115,1.813,15.000,12.761,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/mult_operand_b_ex_o_reg[16]/CE,
116,1.816,15.000,12.557,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[20]/CE,
117,1.816,15.000,12.557,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[23]/CE,
118,1.817,15.000,13.132,11,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/mult_operand_c_ex_o_reg[29]/D,
119,1.820,15.000,13.121,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/register_file_i/gen_rf[21].mem_reg[21][0]/D,
120,1.832,15.000,12.540,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[22]/CE,
121,1.832,15.000,12.703,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/mult_operand_a_ex_o_reg[15]/CE,
122,1.832,15.000,12.703,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/mult_operand_a_ex_o_reg[30]/CE,
123,1.832,15.000,12.703,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/mult_operand_b_ex_o_reg[30]/CE,
124,1.839,15.000,13.061,11,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/alu_operand_c_ex_o_reg[10]/D,
125,1.841,15.000,12.745,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/cs_registers_i/gen_mhpmcounter[2].gen_implemented.mhpmcounter_q_reg[2][19]/D,
126,1.843,15.000,12.556,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[0]/CE,
127,1.843,15.000,12.556,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[3]/CE,
128,1.843,15.000,12.556,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[4]/CE,
129,1.847,15.000,12.638,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[18]/CE,
130,1.847,15.000,12.638,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[26]/CE,
131,1.848,15.000,12.524,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[21]/CE,
132,1.848,15.000,12.524,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[31]/CE,
133,1.852,15.000,12.649,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/mult_operand_a_ex_o_reg[14]/CE,
134,1.852,15.000,12.649,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/mult_operand_a_ex_o_reg[19]/CE,
135,1.852,15.000,12.649,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/mult_operand_a_ex_o_reg[29]/CE,
136,1.852,15.000,13.029,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/cs_registers_i/dscratch1_q_reg[0]/D,
137,1.855,15.000,13.016,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/register_file_i/gen_rf[1].mem_reg[1][9]/D,
138,1.858,15.000,12.677,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/CE,
139,1.865,15.000,13.005,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/register_file_i/gen_rf[6].mem_reg[6][9]/D,
140,1.866,15.000,13.154,11,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/cs_registers_i/gen_mhpmcounter[2].gen_implemented.mhpmcounter_q_reg[2][32]/D,
141,1.868,15.000,12.607,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[1]/CE,
142,1.868,15.000,12.607,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[2]/CE,
143,1.869,15.000,13.076,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/register_file_i/gen_rf[10].mem_reg[10][13]/D,
144,1.874,15.000,12.629,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/mult_operand_a_ex_o_reg[26]/CE,
145,1.874,15.000,12.629,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/mult_operand_b_ex_o_reg[26]/CE,
146,1.875,15.000,13.002,11,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/alu_operand_a_ex_o_reg[14]/D,
147,1.878,15.000,13.036,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/register_file_i/gen_rf[26].mem_reg[26][9]/D,
148,1.882,15.000,13.010,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/register_file_i/gen_rf[8].mem_reg[8][0]/D,
149,1.886,15.000,12.981,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/register_file_i/gen_rf[7].mem_reg[7][9]/D,
150,1.891,15.000,12.742,11,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/cs_registers_i/mepc_q_reg[13]/D,
151,1.901,15.000,12.964,10,core_i/core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/C,core_i/core_i/id_stage_i/register_file_i/gen_rf[13].mem_reg[13][9]/D,
